cause,effect,edge,theoretical_perturbation_sets,theoretical_identifiable,theoretical_recovery_edge,theoretical_recoverable,application_recoverable,application_rows,recovered_application_rows,intervention_sets_tested,theoretical_only_not_application
cpxr,yaiw,cpxr->yaiw,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,ycca,cpxr->ycca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,yddg,cpxr->yddg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,ydee,cpxr->ydee,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,yebe,cpxr->yebe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,ygjr,cpxr->ygjr,,True,False,True,True,240,240,10,False
cpxr,yhdj,cpxr->yhdj,,True,False,True,True,240,240,10,False
cpxr,yibn,cpxr->yibn,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,yidq,cpxr->yidq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,yjfn,cpxr->yjfn,,True,False,True,True,240,240,10,False
cpxr,ynce,cpxr->ynce,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,yqae,cpxr->yqae,,True,False,True,True,240,240,10,False
cpxr,yqja,cpxr->yqja,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,acea,cra->acea,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,aceb,cra->aceb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,acee,cra->acee,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,acef,cra->acef,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,acek,cra->acek,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,acna,cra->acna,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,acnb,cra->acnb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,adhe,cra->adhe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,arop,cra->arop,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,beta,cra->beta,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,betb,cra->betb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,beti,cra->beti,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,bett,cra->bett,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,crp,cra->crp,"set 1: gade, gadx, rpod",False,True,True,False,240,0,10,True
cra,crr,cra->crr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,csgd,cra->csgd,"set 1: gade, gadx, rpod",False,True,True,True,240,48,10,False
cra,csge,cra->csge,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,csgf,cra->csgf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,csgg,cra->csgg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cyda,cra->cyda,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cydb,cra->cydb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cyoa,cra->cyoa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cyob,cra->cyob,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cyoc,cra->cyoc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cyod,cra->cyod,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cyoe,cra->cyoe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,cysg,cra->cysg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,eda,cra->eda,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,edd,cra->edd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,eno,cra->eno,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,envc,cra->envc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,epd,cra->epd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,fbaa,cra->fbaa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,fbab,cra->fbab,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,frua,cra->frua,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,frub,cra->frub,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,fruk,cra->fruk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,gapa,cra->gapa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,glcc,cra->glcc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,glk,cra->glk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,gpmm,cra->gpmm,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,hypf,cra->hypf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,icd,cra->icd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,lpd,cra->lpd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,manx,cra->manx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,many,cra->many,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,manz,cra->manz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,mara,cra->mara,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
cra,marb,cra->marb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,marr,cra->marr,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
cra,mpl,cra->mpl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,mtla,cra->mtla,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,mtld,cra->mtld,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,mtlr,cra->mtlr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,nirb,cra->nirb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,nirc,cra->nirc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,nird,cra->nird,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,pck,cra->pck,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,pdel,cra->pdel,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,pdhr,cra->pdhr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,pfka,cra->pfka,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,pgk,cra->pgk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,poxb,cra->poxb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,ppc,cra->ppc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,ppsa,cra->ppsa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,prpb,cra->prpb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,prpc,cra->prpc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,prpd,cra->prpd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,prpe,cra->prpe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,ptsh,cra->ptsh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,ptsi,cra->ptsi,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,pykf,cra->pykf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,seta,cra->seta,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,sgrt,cra->sgrt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,tpia,cra->tpia,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,yead,cra->yead,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,yibq,cra->yibq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cra,zwf,cra->zwf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
creb,acka,creb->acka,,True,False,True,True,240,240,10,False
creb,cbra,creb->cbra,,True,False,True,True,240,240,10,False
creb,cbrb,creb->cbrb,,True,False,True,True,240,240,10,False
creb,cpda,creb->cpda,,True,False,True,True,240,240,10,False
creb,cred,creb->cred,,True,False,True,True,240,240,10,False
creb,male,creb->male,,True,False,True,True,240,240,10,False
creb,malf,creb->malf,,True,False,True,True,240,240,10,False
creb,malg,creb->malg,,True,False,True,True,240,240,10,False
creb,nudf,creb->nudf,,True,False,True,True,240,240,10,False
creb,pare,creb->pare,,True,False,True,True,240,240,10,False
creb,pta,creb->pta,,True,False,True,True,240,240,10,False
creb,recg,creb->recg,,True,False,True,True,240,240,10,False
creb,tala,creb->tala,,True,False,True,True,240,240,10,False
creb,yqia,creb->yqia,,True,False,True,True,240,240,10,False
creb,yqib,creb->yqib,,True,False,True,True,240,240,10,False
crp,aaea,crp->aaea,,True,False,True,True,240,240,10,False
crp,aaeb,crp->aaeb,,True,False,True,True,240,240,10,False
crp,aaer,crp->aaer,,True,False,True,True,240,240,10,False
crp,aaex,crp->aaex,,True,False,True,True,240,240,10,False
crp,abgr,crp->abgr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,acea,crp->acea,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,aceb,crp->aceb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,acee,crp->acee,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,acef,crp->acef,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,acek,crp->acek,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,acna,crp->acna,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,acnb,crp->acnb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,acs,crp->acs,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,actp,crp->actp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,aega,crp->aega,,True,False,True,True,240,240,10,False
crp,aer,crp->aer,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,agav,crp->agav,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,agaw,crp->agaw,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,agp,crp->agp,,True,False,True,True,240,240,10,False
crp,alda,crp->alda,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,aldb,crp->aldb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ampd,crp->ampd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ampe,crp->ampe,,True,False,True,True,240,240,10,False
crp,ansb,crp->ansb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,araa,crp->araa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,arab,crp->arab,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,arac,crp->arac,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,arad,crp->arad,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,arae,crp->arae,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,araf,crp->araf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,arag,crp->arag,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,arah,crp->arah,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,araj,crp->araj,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,arfb,crp->arfb,,True,False,True,True,240,240,10,False
crp,argg,crp->argg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,aroa,crp->aroa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ascb,crp->ascb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ascf,crp->ascf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,aspa,crp->aspa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,azuc,crp->azuc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,bglb,crp->bglb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,bglf,crp->bglf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,bglg,crp->bglg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,bhsa,crp->bhsa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,bida,crp->bida,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,btst,crp->btst,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,caia,crp->caia,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,caib,crp->caib,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,caic,crp->caic,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,caid,crp->caid,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,caie,crp->caie,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,caif,crp->caif,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cait,crp->cait,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cas1,crp->cas1,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cas2,crp->cas2,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cas3,crp->cas3,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,casa,crp->casa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,casb,crp->casb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,casc,crp->casc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,casd,crp->casd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,case,crp->case,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cdd,crp->cdd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chba,crp->chba,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chbb,crp->chbb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chbc,crp->chbc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chbf,crp->chbf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chbg,crp->chbg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chbr,crp->chbr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chip,crp->chip,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,chiq,crp->chiq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cira,crp->cira,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,citc,crp->citc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,citd,crp->citd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cite,crp->cite,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,citf,crp->citf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,citg,crp->citg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,citx,crp->citx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,comr,crp->comr,,True,False,True,True,240,240,10,False
crp,cpdb,crp->cpdb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,crp,crp->crp,,False,False,False,False,240,0,10,False
crp,crr,crp->crr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,csgd,crp->csgd,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,csge,crp->csge,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,csgf,crp->csgf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,csgg,crp->csgg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,csie,crp->csie,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cspd,crp->cspd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cspe,crp->cspe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,csqr,crp->csqr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,csta,crp->csta,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cyaa,crp->cyaa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cyca,crp->cyca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cyoa,crp->cyoa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cyob,crp->cyob,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cyoc,crp->cyoc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cyod,crp->cyod,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cyoe,crp->cyoe,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cysg,crp->cysg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,cytr,crp->cytr,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,dada,crp->dada,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dadx,crp->dadx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dcta,crp->dcta,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dcua,crp->dcua,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dcub,crp->dcub,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dcur,crp->dcur,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,deoa,crp->deoa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,deob,crp->deob,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,deoc,crp->deoc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,deod,crp->deod,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dgoa,crp->dgoa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dgod,crp->dgod,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dgok,crp->dgok,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dgor,crp->dgor,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dgot,crp->dgot,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dksa,crp->dksa,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,dpia,crp->dpia,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dpib,crp->dpib,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dsda,crp->dsda,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dsdx,crp->dsdx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,dusb,crp->dusb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ebga,crp->ebga,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ebgc,crp->ebgc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,enta,crp->enta,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,entb,crp->entb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,entc,crp->entc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,entd,crp->entd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,ente,crp->ente,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,entf,crp->entf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,enth,crp->enth,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,envz,crp->envz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,epd,crp->epd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,exur,crp->exur,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,exut,crp->exut,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fadd,crp->fadd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fadh,crp->fadh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fadl,crp->fadl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fbaa,crp->fbaa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,feab,crp->feab,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fear,crp->fear,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,feca,crp->feca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fecb,crp->fecb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fecc,crp->fecc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fecd,crp->fecd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fece,crp->fece,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fepa,crp->fepa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fis,crp->fis,"set 3: fis, nac, rpoe",False,True,True,False,216,0,9,True
crp,fiu,crp->fiu,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fixa,crp->fixa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fixb,crp->fixb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fixc,crp->fixc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fixx,crp->fixx,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,flhc,crp->flhc,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,flhd,crp->flhd,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
crp,foca,crp->foca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,focb,crp->focb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,frla,crp->frla,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,frlb,crp->frlb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,frlc,crp->frlc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,frld,crp->frld,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,frlr,crp->frlr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fuca,crp->fuca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fuci,crp->fuci,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fuck,crp->fuck,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fuco,crp->fuco,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fucp,crp->fucp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fucr,crp->fucr,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fucu,crp->fucu,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fuma,crp->fuma,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fumb,crp->fumb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fumc,crp->fumc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,fur,crp->fur,"set 2: fliz, fur, rpoh",False,True,True,False,216,0,9,True
crp,gabd,crp->gabd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gabp,crp->gabp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gabt,crp->gabt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gada,crp->gada,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gadb,crp->gadb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gadc,crp->gadc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gade,crp->gade,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,gadx,crp->gadx,"set 1: gade, gadx, rpod",False,True,True,False,216,0,9,True
crp,gale,crp->gale,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,galk,crp->galk,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,galm,crp->galm,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,galp,crp->galp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gals,crp->gals,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,galt,crp->galt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gapa,crp->gapa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gata,crp->gata,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gatb,crp->gatb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gatc,crp->gatc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gatd,crp->gatd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gaty,crp->gaty,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gatz,crp->gatz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gcd,crp->gcd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gcvh,crp->gcvh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gcvp,crp->gcvp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gcvt,crp->gcvt,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,gdha,crp->gdha,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glah,crp->glah,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glcc,crp->glcc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glga,crp->glga,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glgc,crp->glgc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glgp,crp->glgp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glgs,crp->glgs,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glna,crp->glna,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glng,crp->glng,"set 3: fis, nac, rpoe",False,True,True,True,240,24,10,False
crp,glnl,crp->glnl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpa,crp->glpa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpb,crp->glpb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
crp,glpc,crp->glpc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
