cause,effect,edge,theoretical_perturbation_sets,theoretical_identifiable,theoretical_recovery_edge,theoretical_recoverable,application_recoverable,application_rows,recovered_application_rows,intervention_sets_tested,theoretical_only_not_application
argp,dapb,argp->dapb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,dapd,argp->dapd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,dnaa,argp->dnaa,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
argp,dnan,argp->dnan,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,gdha,argp->gdha,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,lysa,argp->lysa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,lysc,argp->lysc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,lysp,argp->lysp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,nrda,argp->nrda,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,nrdb,argp->nrdb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,recf,argp->recf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argp,yfae,argp->yfae,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,arga,argr->arga,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argb,argr->argb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argc,argr->argc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argd,argr->argd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,arge,argr->arge,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argf,argr->argf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argg,argr->argg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argh,argr->argh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argi,argr->argi,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,argr,argr->argr,,False,False,False,False,216,0,9,False
argr,arok,argr->arok,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,arop,argr->arop,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,arti,argr->arti,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,artj,argr->artj,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,artm,argr->artm,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,artp,argr->artp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,artq,argr->artq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,asta,argr->asta,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,astb,argr->astb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,astc,argr->astc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,astd,argr->astd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,aste,argr->aste,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,cara,argr->cara,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,carb,argr->carb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,cvpa,argr->cvpa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,dacc,argr->dacc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,dps,argr->dps,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,euts,argr->euts,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,ftsz,argr->ftsz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,gltb,argr->gltb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,gltd,argr->gltd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,gltf,argr->gltf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,gltp,argr->gltp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,hcha,argr->hcha,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,hisj,argr->hisj,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,hisl,argr->hisl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,hism,argr->hism,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,hisp,argr->hisp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,hisq,argr->hisq,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,infb,argr->infb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,lrp,argr->lrp,"set 1: gade, gadx, rpod",False,True,True,False,240,0,10,True
argr,lyso,argr->lyso,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,mety,argr->mety,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,muke,argr->muke,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,nusa,argr->nusa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,pfkb,argr->pfkb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,pnp,argr->pnp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,potf,argr->potf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,puub,argr->puub,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,pyrl,argr->pyrl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,rbfa,argr->rbfa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,rimp,argr->rimp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,rpso,argr->rpso,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,stpa,argr->stpa,"set 1: gade, gadx, rpod",False,True,True,True,240,48,10,False
argr,trub,argr->trub,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,waaa,argr->waaa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,yaau,argr->yaau,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,ydgi,argr->ydgi,,True,False,True,True,240,240,10,False
argr,yfcc,argr->yfcc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,yffb,argr->yffb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,yhcc,argr->yhcc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
argr,ykga,argr->ykga,,True,False,True,True,240,240,10,False
argr,yraq,argr->yraq,,True,False,True,True,240,240,10,False
arsr,arsb,arsr->arsb,,True,False,True,True,240,240,10,False
arsr,arsc,arsr->arsc,,True,False,True,True,240,240,10,False
arsr,arsr,arsr->arsr,,False,False,False,False,240,0,10,False
ascg,ascb,ascg->ascb,,True,False,True,True,240,240,10,False
ascg,ascf,ascg->ascf,,True,False,True,True,240,240,10,False
ascg,htpg,ascg->htpg,,True,False,True,True,240,240,10,False
ascg,prpr,ascg->prpr,,True,False,True,True,240,240,10,False
ascg,ybit,ascg->ybit,,True,False,True,True,240,240,10,False
asnc,asna,asnc->asna,,True,False,True,True,240,240,10,False
asnc,asnc,asnc->asnc,,False,False,False,False,240,0,10,False
asnc,mioc,asnc->mioc,,True,False,True,True,240,240,10,False
asnc,mnmg,asnc->mnmg,,True,False,True,True,240,240,10,False
atoc,atoa,atoc->atoa,,True,False,True,True,240,240,10,False
atoc,atob,atoc->atob,,True,False,True,True,240,240,10,False
atoc,atod,atoc->atod,,True,False,True,True,240,240,10,False
atoc,atoe,atoc->atoe,,True,False,True,True,240,240,10,False
baer,acrd,baer->acrd,,True,False,True,True,240,240,10,False
baer,baer,baer->baer,,False,False,False,False,240,0,10,False
baer,baes,baer->baes,,True,False,True,True,240,240,10,False
baer,mdta,baer->mdta,,True,False,True,True,240,240,10,False
baer,mdtb,baer->mdtb,,True,False,True,True,240,240,10,False
baer,mdtc,baer->mdtc,,True,False,True,True,240,240,10,False
baer,mdtd,baer->mdtd,,True,False,True,True,240,240,10,False
baer,spy,baer->spy,,True,False,True,True,240,240,10,False
baer,ycac,baer->ycac,,True,False,True,True,240,240,10,False
basr,arna,basr->arna,,False,False,False,False,240,0,10,False
basr,arnb,basr->arnb,,False,False,False,False,240,0,10,False
basr,arnc,basr->arnc,,False,False,False,False,240,0,10,False
basr,arnd,basr->arnd,,False,False,False,False,240,0,10,False
basr,arne,basr->arne,,False,False,False,False,240,0,10,False
basr,arnf,basr->arnf,,False,False,False,False,240,0,10,False
basr,arnt,basr->arnt,,False,False,False,False,240,0,10,False
basr,csgd,basr->csgd,,True,False,True,True,240,240,10,False
basr,csge,basr->csge,,True,False,True,True,240,240,10,False
basr,csgf,basr->csgf,,True,False,True,True,240,240,10,False
basr,csgg,basr->csgg,,True,False,True,True,240,240,10,False
basr,cspi,basr->cspi,,True,False,True,True,240,240,10,False
basr,dgka,basr->dgka,,False,False,False,False,240,0,10,False
basr,emrd,basr->emrd,,True,False,True,True,240,240,10,False
basr,epta,basr->epta,,True,False,True,True,240,240,10,False
basr,fimb,basr->fimb,,True,False,True,True,240,240,10,False
basr,glpa,basr->glpa,,True,False,True,True,240,240,10,False
basr,glpb,basr->glpb,,True,False,True,True,240,240,10,False
basr,glpc,basr->glpc,,True,False,True,True,240,240,10,False
basr,hha,basr->hha,,True,False,True,True,240,240,10,False
basr,puta,basr->puta,,True,False,True,True,240,240,10,False
basr,qseb,basr->qseb,,True,False,True,True,240,240,10,False
basr,qsec,basr->qsec,,True,False,True,True,240,240,10,False
basr,tomb,basr->tomb,,True,False,True,True,240,240,10,False
basr,waah,basr->waah,,True,False,True,True,240,240,10,False
basr,yrbl,basr->yrbl,,True,False,True,True,240,240,10,False
beti,beta,beti->beta,,True,False,True,True,240,240,10,False
beti,betb,beti->betb,,True,False,True,True,240,240,10,False
beti,beti,beti->beti,,False,False,False,False,240,0,10,False
beti,bett,beti->bett,,True,False,True,True,240,240,10,False
bglg,bglb,bglg->bglb,,True,False,True,True,240,240,10,False
bglg,bglf,bglg->bglf,,True,False,True,True,240,240,10,False
bglg,bglg,bglg->bglg,,False,False,False,False,240,0,10,False
bglj,bglb,bglj->bglb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,bglf,bglj->bglf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,bglg,bglj->bglg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,leuo,bglj->leuo,"set 1: gade, gadx, rpod",False,True,True,True,240,24,10,False
bglj,sfsb,bglj->sfsb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,yect,bglj->yect,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,yehf,bglj->yehf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,ygiz,bglj->ygiz,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,yidl,bglj->yidl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,ynba,bglj->ynba,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,ynbb,bglj->ynbb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,ynbc,bglj->ynbc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,ynbd,bglj->ynbd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,ynji,bglj->ynji,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bglj,yqhg,bglj->yqhg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bira,bioa,bira->bioa,,True,False,True,True,240,240,10,False
bira,biob,bira->biob,,True,False,True,True,240,240,10,False
bira,bioc,bira->bioc,,True,False,True,True,240,240,10,False
bira,biod,bira->biod,,True,False,True,True,240,240,10,False
bira,biof,bira->biof,,True,False,True,True,240,240,10,False
blur,arir,blur->arir,,True,False,True,True,240,240,10,False
blur,ycgz,blur->ycgz,,True,False,True,True,240,240,10,False
blur,ymga,blur->ymga,,True,False,True,True,240,240,10,False
blur,ymgc,blur->ymgc,,True,False,True,True,240,240,10,False
bola,ampc,bola->ampc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,csga,bola->csga,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,csgd,bola->csgd,"set 1: gade, gadx, rpod",False,True,True,True,240,48,10,False
bola,csge,bola->csge,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,csgf,bola->csgf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,csgg,bola->csgg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,dacc,bola->dacc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,fimh,bola->fimh,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,mreb,bola->mreb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,mrec,bola->mrec,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
bola,mred,bola->mred,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
btsr,acee,btsr->acee,,True,False,True,True,240,240,10,False
btsr,acef,btsr->acef,,True,False,True,True,240,240,10,False
btsr,btst,btsr->btst,,True,False,True,True,240,240,10,False
btsr,csga,btsr->csga,,True,False,True,True,240,240,10,False
btsr,csgb,btsr->csgb,,True,False,True,True,240,240,10,False
btsr,csgc,btsr->csgc,,True,False,True,True,240,240,10,False
btsr,csgd,btsr->csgd,,True,False,True,True,240,240,10,False
btsr,csge,btsr->csge,,True,False,True,True,240,240,10,False
btsr,csgf,btsr->csgf,,True,False,True,True,240,240,10,False
btsr,csgg,btsr->csgg,,True,False,True,True,240,240,10,False
btsr,cspc,btsr->cspc,,True,False,True,True,240,240,10,False
btsr,lpd,btsr->lpd,,True,False,True,True,240,240,10,False
btsr,mdh,btsr->mdh,,True,False,True,True,240,240,10,False
btsr,pdhr,btsr->pdhr,,True,False,True,True,240,240,10,False
btsr,yobf,btsr->yobf,,True,False,True,True,240,240,10,False
c0293,fadr,c0293->fadr,,True,False,True,True,240,240,10,False
c0293,hcar,c0293->hcar,,True,False,True,True,240,240,10,False
cadc,cada,cadc->cada,,True,False,True,True,240,240,10,False
cadc,cadb,cadc->cadb,,True,False,True,True,240,240,10,False
cadc,cadc,cadc->cadc,,False,False,False,False,240,0,10,False
caif,caia,caif->caia,,True,False,True,True,240,240,10,False
caif,caib,caif->caib,,True,False,True,True,240,240,10,False
caif,caic,caif->caic,,True,False,True,True,240,240,10,False
caif,caid,caif->caid,,True,False,True,True,240,240,10,False
caif,caie,caif->caie,,True,False,True,True,240,240,10,False
caif,cait,caif->cait,,True,False,True,True,240,240,10,False
caif,fixa,caif->fixa,,True,False,True,True,240,240,10,False
caif,fixb,caif->fixb,,True,False,True,True,240,240,10,False
caif,fixc,caif->fixc,,True,False,True,True,240,240,10,False
caif,fixx,caif->fixx,,True,False,True,True,240,240,10,False
cbl,ssua,cbl->ssua,,True,False,True,True,240,240,10,False
cbl,ssub,cbl->ssub,,True,False,True,True,240,240,10,False
cbl,ssuc,cbl->ssuc,,True,False,True,True,240,240,10,False
cbl,ssud,cbl->ssud,,True,False,True,True,240,240,10,False
cbl,ssue,cbl->ssue,,True,False,True,True,240,240,10,False
cbl,taua,cbl->taua,,True,False,True,True,240,240,10,False
cbl,taub,cbl->taub,,True,False,True,True,240,240,10,False
cbl,tauc,cbl->tauc,,True,False,True,True,240,240,10,False
cbl,taud,cbl->taud,,True,False,True,True,240,240,10,False
cdar,cdar,cdar->cdar,,False,False,False,False,240,0,10,False
cdar,gard,cdar->gard,,True,False,True,True,240,240,10,False
cdar,gark,cdar->gark,,True,False,True,True,240,240,10,False
cdar,garl,cdar->garl,,True,False,True,True,240,240,10,False
cdar,garp,cdar->garp,,True,False,True,True,240,240,10,False
cdar,garr,cdar->garr,,True,False,True,True,240,240,10,False
cdar,gudd,cdar->gudd,,True,False,True,True,240,240,10,False
cdar,gudp,cdar->gudp,,True,False,True,True,240,240,10,False
cdar,gudx,cdar->gudx,,True,False,True,True,240,240,10,False
cdar,rnpb,cdar->rnpb,,True,False,True,True,240,240,10,False
cecr,cecr,cecr->cecr,,False,False,False,False,240,0,10,False
cecr,rhle,cecr->rhle,,True,False,True,True,240,240,10,False
cecr,ybhf,cecr->ybhf,,True,False,True,True,240,240,10,False
cecr,ybhg,cecr->ybhg,,True,False,True,True,240,240,10,False
cecr,ybhr,cecr->ybhr,,True,False,True,True,240,240,10,False
cecr,ybhs,cecr->ybhs,,True,False,True,True,240,240,10,False
chbr,chba,chbr->chba,,True,False,True,True,240,240,10,False
chbr,chbb,chbr->chbb,,True,False,True,True,240,240,10,False
chbr,chbc,chbr->chbc,,True,False,True,True,240,240,10,False
chbr,chbf,chbr->chbf,,True,False,True,True,240,240,10,False
chbr,chbg,chbr->chbg,,True,False,True,True,240,240,10,False
chbr,chbr,chbr->chbr,,False,False,False,False,240,0,10,False
citr,citr,citr->citr,,False,False,False,False,240,0,10,False
citr,ybdm,citr->ybdm,,False,False,False,False,240,0,10,False
citr,ybdn,citr->ybdn,,True,False,True,True,240,240,10,False
comr,bhsa,comr->bhsa,,True,False,True,True,240,240,10,False
cpxr,acrd,cpxr->acrd,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,acs,cpxr->acs,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,amph,cpxr->amph,,True,False,True,True,240,240,10,False
cpxr,appc,cpxr->appc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,arog,cpxr->arog,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,ascf,cpxr->ascf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,astc,cpxr->astc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,atpb,cpxr->atpb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,atpi,cpxr->atpi,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,baca,cpxr->baca,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,baer,cpxr->baer,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,baes,cpxr->baes,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,bame,cpxr->bame,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,btst,cpxr->btst,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,cara,cpxr->cara,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,carb,cpxr->carb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,casa,cpxr->casa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,cbl,cpxr->cbl,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,chaa,cpxr->chaa,,True,False,True,True,240,240,10,False
cpxr,chab,cpxr->chab,,True,False,True,True,240,240,10,False
cpxr,chea,cpxr->chea,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,chew,cpxr->chew,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,cpxa,cpxr->cpxa,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,cpxp,cpxr->cpxp,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,cpxr,cpxr->cpxr,,False,False,False,False,240,0,10,False
cpxr,csga,cpxr->csga,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,csgb,cpxr->csgb,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,csgc,cpxr->csgc,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,csgd,cpxr->csgd,"set 1: gade, gadx, rpod",False,True,True,True,240,48,10,False
cpxr,csge,cpxr->csge,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,csgf,cpxr->csgf,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
cpxr,csgg,cpxr->csgg,"set 1: gade, gadx, rpod",False,True,True,True,240,240,10,False
