cause,effect,status,adjustment_set,same_scc,timed_out
crp,hfq,unidentifiable,,False,False
crp,hicA,unidentifiable,,False,False
crp,hicB,unidentifiable,,False,False
crp,hlyE,unidentifiable,,False,False
crp,hofB,unidentifiable,,False,False
crp,hofC,unidentifiable,,False,False
crp,hofM,unidentifiable,,False,False
crp,hofN,unidentifiable,,False,False
crp,hofO,unidentifiable,,False,False
crp,hofP,unidentifiable,,False,False
crp,hpt,unidentifiable,,False,False
crp,htpG,unidentifiable,,False,False
crp,hupA,unidentifiable,,False,False
crp,hupB,unidentifiable,,False,False
crp,hyfA,unidentifiable,,False,False
crp,hyfB,unidentifiable,,False,False
crp,hyfC,unidentifiable,,False,False
crp,hyfD,unidentifiable,,False,False
crp,hyfE,unidentifiable,,False,False
crp,hyfF,unidentifiable,,False,False
crp,hyfG,unidentifiable,,False,False
crp,hyfH,unidentifiable,,False,False
crp,hyfI,unidentifiable,,False,False
crp,hyfJ,unidentifiable,,False,False
crp,hyfR,unidentifiable,,False,False
crp,idnD,unidentifiable,,False,False
crp,idnK,unidentifiable,,False,False
crp,idnO,unidentifiable,,False,False
crp,idnR,unidentifiable,,False,False
crp,idnT,unidentifiable,,False,False
crp,ilvB,unidentifiable,,False,False
crp,ilvN,unidentifiable,,False,False
crp,infB,unidentifiable,,False,False
crp,ivbL,unidentifiable,,False,False
crp,kbaZ,unidentifiable,,False,False
crp,lacA,unidentifiable,,False,False
crp,lacI,unidentifiable,,False,False
crp,lacY,unidentifiable,,False,False
crp,lacZ,unidentifiable,,False,False
crp,lamB,unidentifiable,,False,False
crp,ldtB,unidentifiable,,False,False
crp,lgoD,unidentifiable,,False,False
crp,lgoR,unidentifiable,,False,False
crp,lhgD,unidentifiable,,False,False
crp,lpd,unidentifiable,,False,False
crp,lsrA,unidentifiable,,False,False
crp,lsrB,unidentifiable,,False,False
crp,lsrC,unidentifiable,,False,False
crp,lsrD,unidentifiable,,False,False
crp,lsrF,unidentifiable,,False,False
crp,lsrG,unidentifiable,,False,False
crp,lsrK,unidentifiable,,False,False
crp,lsrR,unidentifiable,,False,False
crp,lyxK,unidentifiable,,False,False
crp,malE,unidentifiable,,False,False
crp,malF,unidentifiable,,False,False
crp,malG,unidentifiable,,False,False
crp,malI,unidentifiable,,False,False
crp,malK,unidentifiable,,False,False
crp,malM,unidentifiable,,False,False
crp,malS,unidentifiable,,False,False
crp,malT,unidentifiable,,False,False
crp,malX,unidentifiable,,False,False
crp,malY,unidentifiable,,False,False
crp,manA,unidentifiable,,False,False
crp,manX,unidentifiable,,False,False
crp,manY,unidentifiable,,False,False
crp,manZ,unidentifiable,,False,False
crp,marA,unidentifiable,,False,False
crp,marB,unidentifiable,,False,False
crp,marR,unidentifiable,,False,False
crp,mazE,unidentifiable,,False,False
crp,mazF,unidentifiable,,False,False
crp,mdh,unidentifiable,,False,False
crp,mdtE,unidentifiable,,False,False
crp,mdtF,unidentifiable,,False,False
crp,melA,unidentifiable,,False,False
crp,melB,unidentifiable,,False,False
crp,melR,unidentifiable,,False,False
crp,metK,unidentifiable,,False,False
crp,metY,unidentifiable,,False,False
crp,mglA,unidentifiable,,False,False
crp,mglB,unidentifiable,,False,False
crp,mglC,unidentifiable,,False,False
crp,mhpA,unidentifiable,,False,False
crp,mhpB,unidentifiable,,False,False
crp,mhpC,unidentifiable,,False,False
crp,mhpD,unidentifiable,,False,False
crp,mhpE,unidentifiable,,False,False
crp,mhpF,unidentifiable,,False,False
crp,mhpR,unidentifiable,,False,False
crp,mlc,unidentifiable,,False,False
crp,modA,unidentifiable,,False,False
crp,modB,unidentifiable,,False,False
crp,modC,unidentifiable,,False,False
crp,mokB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,mpl,unidentifiable,,False,False
crp,mtlA,unidentifiable,,False,False
crp,mtlD,unidentifiable,,False,False
crp,mtlR,unidentifiable,,False,False
crp,murP,unidentifiable,,False,False
crp,murQ,unidentifiable,,False,False
crp,nadC,unidentifiable,,False,False
crp,nagA,unidentifiable,,False,False
crp,nagB,unidentifiable,,False,False
crp,nagC,unidentifiable,,False,False
crp,nagE,unidentifiable,,False,False
crp,nanA,unidentifiable,,False,False
crp,nanC,unidentifiable,,False,False
crp,nanE,unidentifiable,,False,False
crp,nanK,unidentifiable,,False,False
crp,nanM,unidentifiable,,False,False
crp,nanQ,unidentifiable,,False,False
crp,nanS,unidentifiable,,False,False
crp,nanT,unidentifiable,,False,False
crp,narQ,unidentifiable,,False,False
crp,nfuA,unidentifiable,,False,False
crp,nirB,unidentifiable,,False,False
crp,nirC,unidentifiable,,False,False
crp,nirD,unidentifiable,,False,False
crp,nlpE,unidentifiable,,False,False
crp,nrdA,unidentifiable,,False,False
crp,nrdB,unidentifiable,,False,False
crp,nupC,unidentifiable,,False,False
crp,nupG,unidentifiable,,False,False
crp,nusA,unidentifiable,,False,False
crp,ompA,unidentifiable,,False,False
crp,ompF,unidentifiable,,False,False
crp,ompR,unidentifiable,,True,False
crp,ompW,unidentifiable,,False,False
crp,ortT,unidentifiable,,False,False
crp,osmY,unidentifiable,,False,False
crp,oxyR,unidentifiable,,True,False
crp,paaA,unidentifiable,,False,False
crp,paaB,unidentifiable,,False,False
crp,paaC,unidentifiable,,False,False
crp,paaD,unidentifiable,,False,False
crp,paaE,unidentifiable,,False,False
crp,paaF,unidentifiable,,False,False
crp,paaG,unidentifiable,,False,False
crp,paaH,unidentifiable,,False,False
crp,paaI,unidentifiable,,False,False
crp,paaJ,unidentifiable,,False,False
crp,paaK,unidentifiable,,False,False
crp,paaZ,unidentifiable,,False,False
crp,patZ,unidentifiable,,False,False
crp,pck,unidentifiable,,False,False
crp,pdhR,unidentifiable,,False,False
crp,pflB,unidentifiable,,False,False
crp,pgk,unidentifiable,,False,False
crp,plaR,unidentifiable,,False,False
crp,pncB,unidentifiable,,False,False
crp,pnp,unidentifiable,,False,False
crp,ppdD,unidentifiable,,False,False
crp,ppiA,unidentifiable,,False,False
crp,preA,unidentifiable,,False,False
crp,preT,unidentifiable,,False,False
crp,priB,unidentifiable,,False,False
crp,proP,unidentifiable,,False,False
crp,prpB,unidentifiable,,False,False
crp,prpC,unidentifiable,,False,False
crp,prpD,unidentifiable,,False,False
crp,prpE,unidentifiable,,False,False
crp,prpR,unidentifiable,,False,False
crp,psiE,unidentifiable,,False,False
crp,psuG,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,psuK,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,ptsG,unidentifiable,,False,False
crp,ptsH,unidentifiable,,False,False
crp,ptsI,unidentifiable,,False,False
crp,purH,unidentifiable,,False,False
crp,putP,unidentifiable,,False,False
crp,puuB,unidentifiable,,False,False
crp,puuC,unidentifiable,,False,False
crp,puuD,unidentifiable,,False,False
crp,puuE,unidentifiable,,False,False
crp,puuR,unidentifiable,,False,False
crp,raiA,unidentifiable,,False,False
crp,rbfA,unidentifiable,,False,False
crp,rbsA,unidentifiable,,False,False
crp,rbsB,unidentifiable,,False,False
crp,rbsC,unidentifiable,,False,False
crp,rbsD,unidentifiable,,False,False
crp,rbsK,unidentifiable,,False,False
crp,rbsR,unidentifiable,,False,False
crp,relA,unidentifiable,,False,False
crp,rhaA,unidentifiable,,False,False
crp,rhaB,unidentifiable,,False,False
crp,rhaD,unidentifiable,,False,False
crp,rhaR,unidentifiable,,False,False
crp,rhaS,unidentifiable,,False,False
crp,rhaT,unidentifiable,,False,False
crp,rihA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,rimP,unidentifiable,,False,False
crp,rmf,unidentifiable,,False,False
crp,rof,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA|yidZ,False,False
crp,rplI,unidentifiable,,False,False
crp,rplM,unidentifiable,,False,False
crp,rpoE,unidentifiable,,True,False
crp,rpoH,unidentifiable,,True,False
crp,rpoS,unidentifiable,,True,False
crp,rpsF,unidentifiable,,False,False
crp,rpsI,unidentifiable,,False,False
crp,rpsO,unidentifiable,,False,False
crp,rpsR,unidentifiable,,False,False
crp,rseA,unidentifiable,,False,False
crp,rseB,unidentifiable,,False,False
crp,rseC,unidentifiable,,False,False
crp,rseD,unidentifiable,,False,False
crp,rspA,unidentifiable,,False,False
crp,rspB,unidentifiable,,False,False
crp,sbmC,unidentifiable,,False,False
crp,sdhA,unidentifiable,,False,False
crp,sdhB,unidentifiable,,False,False
crp,sdhC,unidentifiable,,False,False
crp,sdhD,unidentifiable,,False,False
crp,secB,unidentifiable,,False,False
crp,serA,unidentifiable,,False,False
crp,serC,unidentifiable,,False,False
crp,sfsA,unidentifiable,,False,False
crp,sgbE,unidentifiable,,False,False
crp,sgbH,unidentifiable,,False,False
crp,sgbU,unidentifiable,,False,False
crp,sgcA,unidentifiable,,False,False
crp,sgcB,unidentifiable,,False,False
crp,sgcC,unidentifiable,,False,False
crp,sgcE,unidentifiable,,False,False
crp,sgcQ,unidentifiable,,False,False
crp,sgcR,unidentifiable,,False,False
crp,sgcX,unidentifiable,,False,False
crp,sodA,unidentifiable,,False,False
crp,sodB,unidentifiable,,False,False
crp,sohB,unidentifiable,,False,False
crp,speC,unidentifiable,,False,False
crp,spf,unidentifiable,,False,False
crp,srlA,unidentifiable,,False,False
crp,srlB,unidentifiable,,False,False
crp,srlD,unidentifiable,,False,False
crp,srlE,unidentifiable,,False,False
crp,srlR,unidentifiable,,False,False
crp,sucA,unidentifiable,,False,False
crp,sucB,unidentifiable,,False,False
crp,sucC,unidentifiable,,False,False
crp,sucD,unidentifiable,,False,False
crp,sxy,unidentifiable,,False,False
crp,tam,unidentifiable,,False,False
crp,tdcA,unidentifiable,,False,False
crp,tdcB,unidentifiable,,False,False
crp,tdcC,unidentifiable,,False,False
crp,tdcD,unidentifiable,,False,False
crp,tdcE,unidentifiable,,False,False
crp,tdcF,unidentifiable,,False,False
crp,tdcG,unidentifiable,,False,False
crp,tnaA,unidentifiable,,False,False
crp,tnaB,unidentifiable,,False,False
crp,tnaC,unidentifiable,,False,False
crp,treB,unidentifiable,,False,False
crp,treC,unidentifiable,,False,False
crp,trg,unidentifiable,,False,False
crp,truB,unidentifiable,,False,False
crp,trxA,unidentifiable,,False,False
crp,tsx,unidentifiable,,False,False
crp,ubiG,unidentifiable,,False,False
crp,udp,unidentifiable,,False,False
crp,ugpA,unidentifiable,,False,False
crp,ugpB,unidentifiable,,False,False
crp,ugpC,unidentifiable,,False,False
crp,ugpE,unidentifiable,,False,False
crp,ugpQ,unidentifiable,,False,False
crp,uhpT,unidentifiable,,False,False
crp,uidA,unidentifiable,,False,False
crp,uidB,unidentifiable,,False,False
crp,uidC,unidentifiable,,False,False
crp,ulaA,unidentifiable,,False,False
crp,ulaB,unidentifiable,,False,False
crp,ulaC,unidentifiable,,False,False
crp,ulaD,unidentifiable,,False,False
crp,ulaE,unidentifiable,,False,False
crp,ulaF,unidentifiable,,False,False
crp,umpH,unidentifiable,,False,False
crp,uxaA,unidentifiable,,False,False
crp,uxaB,unidentifiable,,False,False
crp,uxaC,unidentifiable,,False,False
crp,uxuA,unidentifiable,,False,False
crp,uxuB,unidentifiable,,False,False
crp,uxuR,unidentifiable,,False,False
crp,xseA,unidentifiable,,False,False
crp,xylA,unidentifiable,,False,False
crp,xylB,unidentifiable,,False,False
crp,xylE,unidentifiable,,False,False
crp,xylF,unidentifiable,,False,False
crp,xylG,unidentifiable,,False,False
crp,xylH,unidentifiable,,False,False
crp,xylR,unidentifiable,,False,False
crp,yaeP,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,yaeQ,unidentifiable,,False,False
crp,yahN,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,ybiT,unidentifiable,,False,False
crp,ycdZ,unidentifiable,,False,False
crp,ychH,unidentifiable,,False,False
crp,yeiP,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,yeiW,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,yfaE,unidentifiable,,False,False
crp,ygcW,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,ygeA,unidentifiable,,False,False
crp,ygeW,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
crp,yhfA,unidentifiable,,False,False
crp,yhgH,unidentifiable,,False,False
crp,yiaK,unidentifiable,,False,False
crp,yiaL,unidentifiable,,False,False
crp,yiaM,unidentifiable,,False,False
crp,yiaN,unidentifiable,,False,False
crp,yiaO,unidentifiable,,False,False
crp,yjcH,unidentifiable,,False,False
crp,yjhG,unidentifiable,,False,False
crp,yjhH,unidentifiable,,False,False
crp,yjhI,unidentifiable,,False,False
crp,ykgR,unidentifiable,,False,False
crp,yqeF,unidentifiable,,False,False
crp,ytfK,unidentifiable,,False,False
crp,zraR,unidentifiable,,True,False
crp,zraS,unidentifiable,,False,False
pdeL,fliF,identifiable,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False,False
pdeL,fliG,identifiable,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False,False
pdeL,fliH,identifiable,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False,False
pdeL,fliI,identifiable,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False,False
pdeL,fliJ,identifiable,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False,False
pdeL,fliK,identifiable,cra|csgD|flhC|flhD|fliA|hns|nac|rpoD,False,False
pdeL,pdeL,unidentifiable,,True,False
pdeL,rfe,identifiable,cra|hns|nac|nsrR|rpoD,False,False
pdeL,yghJ,identifiable,cra|hns|nac|rpoD,False,False
creB,ackA,identifiable,arcA|fnr|nac|nagC|rpoD|rpoH,False,False
creB,cbrA,identifiable,nagC|rpoD|rpoH,False,False
creB,cbrB,identifiable,nac|nagC|rpoD|rpoH,False,False
creB,cpdA,identifiable,nagC|rpoD|rpoH,False,False
creB,creD,identifiable,nagC|rpoD|rpoH,False,False
creB,malE,identifiable,crp|fis|hns|malT|nagC|ompR|rpoD|rpoH|stpA|yidZ,False,False
creB,malF,identifiable,crp|fis|hns|malT|nagC|rpoD|rpoH|stpA,False,False
creB,malG,identifiable,crp|fis|hns|malT|nagC|rpoD|rpoH|stpA,False,False
creB,nudF,identifiable,nagC|rpoD|rpoH,False,False
creB,parE,identifiable,nagC|rpoD|rpoH,False,False
creB,pta,identifiable,nagC|rpoD|rpoH,False,False
creB,recG,identifiable,dksA|nagC|rpoD|rpoH,False,False
creB,talA,identifiable,dksA|nagC|rpoD|rpoH|rpoS,False,False
creB,yqiA,identifiable,nagC|rpoD|rpoH,False,False
creB,yqiB,identifiable,nagC|rpoD|rpoH,False,False
csqR,csqR,unidentifiable,,True,False
csqR,yihS,identifiable,crp|rpoD,False,False
csqR,yihT,identifiable,crp|rpoD,False,False
csqR,yihU,identifiable,crp|rpoD,False,False
csqR,yihV,identifiable,crp|rpoD,False,False
cytR,cdd,unidentifiable,,False,False
cytR,cytR,unidentifiable,,True,False
cytR,deoA,unidentifiable,,False,False
cytR,deoB,unidentifiable,,False,False
cytR,deoC,unidentifiable,,False,False
cytR,deoD,unidentifiable,,False,False
cytR,nupC,unidentifiable,,False,False
cytR,nupG,unidentifiable,,False,False
cytR,ppiA,unidentifiable,,False,False
cytR,rpoH,unidentifiable,,True,False
cytR,tsx,unidentifiable,,False,False
cytR,udp,unidentifiable,,False,False
cytR,ycdZ,unidentifiable,,False,False
dcuR,aspA,identifiable,crp|fnr|lrp|narL|rpoD,False,False
dcuR,dctA,identifiable,arcA|crp|fnr|narL|rpoD,False,False
dcuR,dcuA,identifiable,arcA|crp|fnr|narL|rpoD,False,False
dcuR,dcuB,identifiable,arcA|crp|fnr|narL|rpoD,False,False
dcuR,dpiA,identifiable,arcA|crp|fnr|narL|rpoD,False,False
dcuR,dpiB,identifiable,arcA|crp|fnr|narL|rpoD,False,False
dcuR,frdA,identifiable,crp|fnr|lrp|narL|rpoD|rpoS,False,False
dcuR,frdB,identifiable,crp|fnr|lrp|narL|rpoD|rpoS,False,False
dcuR,frdC,identifiable,crp|fnr|narL|rpoD|rpoS,False,False
dcuR,frdD,identifiable,crp|fnr|narL|rpoD|rpoS,False,False
dcuR,fumB,identifiable,arcA|crp|fis|fnr|fur|narL|rpoD,False,False
dcuR,pck,identifiable,cra|crp|fnr|narL|rpoD,False,False
dgoR,dgoA,identifiable,crp|rpoD,False,False
dgoR,dgoD,identifiable,crp|rpoD,False,False
dgoR,dgoK,identifiable,crp|rpoD,False,False
dgoR,dgoR,unidentifiable,,True,False
dgoR,dgoT,identifiable,crp|rpoD,False,False
dksA,alaT,unidentifiable,,False,False
dksA,alaU,unidentifiable,,False,False
dksA,alaV,unidentifiable,,False,False
dksA,argI,unidentifiable,,False,False
dksA,argX,unidentifiable,,False,False
dksA,csrA,unidentifiable,,True,False
dksA,dksA,unidentifiable,,True,False
dksA,dnaG,unidentifiable,,False,False
dksA,dusB,unidentifiable,,False,False
dksA,fabD,unidentifiable,,False,False
dksA,fabG,unidentifiable,,False,False
dksA,fabH,unidentifiable,,False,False
dksA,fadR,unidentifiable,,False,False
dksA,fimB,unidentifiable,,False,False
dksA,fis,unidentifiable,,True,False
dksA,flu,unidentifiable,,False,False
dksA,folK,unidentifiable,,False,False
dksA,fusA,unidentifiable,,False,False
dksA,gltT,unidentifiable,,False,False
dksA,gltU,unidentifiable,,False,False
dksA,gltV,unidentifiable,,False,False
dksA,gltW,unidentifiable,,False,False
dksA,gluQ,unidentifiable,,False,False
dksA,hisA,unidentifiable,,False,False
dksA,hisB,unidentifiable,,False,False
dksA,hisC,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,hisD,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,hisF,unidentifiable,,False,False
dksA,hisG,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,hisH,unidentifiable,,False,False
dksA,hisI,unidentifiable,,False,False
dksA,hisL,unidentifiable,,False,False
dksA,hisR,unidentifiable,,False,False
dksA,hlyE,unidentifiable,,False,False
dksA,hmp,unidentifiable,,False,False
dksA,idlP,unidentifiable,,False,False
dksA,ihfA,unidentifiable,,True,False
dksA,ihfB,unidentifiable,,True,False
dksA,ileT,unidentifiable,,False,False
dksA,ileU,unidentifiable,,False,False
dksA,ileV,unidentifiable,,False,False
dksA,infC,unidentifiable,,False,False
dksA,iraD,unidentifiable,,False,False
dksA,iraP,unidentifiable,,False,False
dksA,isrC,unidentifiable,,False,False
dksA,leuT,unidentifiable,,False,False
dksA,livJ,unidentifiable,,False,False
dksA,mutM,unidentifiable,,False,False
dksA,obgE,unidentifiable,,False,False
dksA,pcnB,unidentifiable,,False,False
dksA,pheM,unidentifiable,,False,False
dksA,pheS,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,pheT,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,proM,unidentifiable,,False,False
dksA,recG,unidentifiable,,False,False
dksA,rimM,unidentifiable,,False,False
dksA,rplA,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rplB,unidentifiable,,False,False
dksA,rplC,unidentifiable,,False,False
dksA,rplD,unidentifiable,,False,False
dksA,rplE,unidentifiable,,False,False
dksA,rplF,unidentifiable,,False,False
dksA,rplJ,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rplK,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rplL,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rplM,unidentifiable,,False,False
dksA,rplN,unidentifiable,,False,False
dksA,rplO,unidentifiable,,False,False
dksA,rplP,unidentifiable,,False,False
dksA,rplQ,unidentifiable,,False,False
dksA,rplR,unidentifiable,,False,False
dksA,rplS,unidentifiable,,False,False
dksA,rplT,unidentifiable,,False,False
dksA,rplU,unidentifiable,,False,False
dksA,rplV,unidentifiable,,False,False
dksA,rplW,unidentifiable,,False,False
dksA,rplX,unidentifiable,,False,False
dksA,rplY,unidentifiable,,False,False
dksA,rpmA,unidentifiable,,False,False
dksA,rpmB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA|yfeC,False,False
dksA,rpmC,unidentifiable,,False,False
dksA,rpmD,unidentifiable,,False,False
dksA,rpmG,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rpmI,unidentifiable,,False,False
dksA,rpmJ,unidentifiable,,False,False
dksA,rpoA,unidentifiable,,False,False
dksA,rpoB,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rpoC,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rpoD,unidentifiable,,True,False
dksA,rpoE,unidentifiable,,True,False
dksA,rpoS,unidentifiable,,True,False
dksA,rpoZ,unidentifiable,,False,False
dksA,rpsA,unidentifiable,,True,False
dksA,rpsC,unidentifiable,,False,False
dksA,rpsD,unidentifiable,,False,False
dksA,rpsE,unidentifiable,,False,False
dksA,rpsG,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rpsH,unidentifiable,,False,False
dksA,rpsI,unidentifiable,,False,False
dksA,rpsJ,unidentifiable,,False,False
dksA,rpsK,unidentifiable,,False,False
dksA,rpsL,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rpsM,unidentifiable,,False,False
dksA,rpsN,unidentifiable,,False,False
dksA,rpsP,unidentifiable,,False,False
dksA,rpsQ,unidentifiable,,False,False
dksA,rpsS,unidentifiable,,False,False
dksA,rpsT,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
dksA,rpsU,unidentifiable,,False,False
dksA,rrfA,unidentifiable,,False,False
dksA,rrfB,unidentifiable,,False,False
dksA,rrfC,unidentifiable,,False,False
dksA,rrfD,unidentifiable,,False,False
dksA,rrfE,unidentifiable,,False,False
dksA,rrfF,unidentifiable,,False,False
dksA,rrfG,unidentifiable,,False,False
dksA,rrfH,unidentifiable,,False,False
dksA,rrlA,unidentifiable,,False,False
dksA,rrlB,unidentifiable,,False,False
dksA,rrlC,unidentifiable,,False,False
dksA,rrlD,unidentifiable,,False,False
dksA,rrlE,unidentifiable,,False,False
dksA,rrlG,unidentifiable,,False,False
dksA,rrlH,unidentifiable,,False,False
dksA,rrsA,unidentifiable,,False,False
dksA,rrsB,unidentifiable,,False,False
dksA,rrsC,unidentifiable,,False,False
dksA,rrsD,unidentifiable,,False,False
dksA,rrsE,unidentifiable,,False,False
dksA,rrsG,unidentifiable,,False,False
dksA,rrsH,unidentifiable,,False,False
dksA,rseA,unidentifiable,,False,False
dksA,rseB,unidentifiable,,False,False
dksA,rseC,unidentifiable,,False,False
dksA,secY,unidentifiable,,False,False
dksA,setA,unidentifiable,,False,False
dksA,sgrR,unidentifiable,,False,False
dksA,sgrT,unidentifiable,,False,False
dksA,spoT,unidentifiable,,False,False
dksA,talA,unidentifiable,,False,False
dksA,thiB,unidentifiable,,False,False
dksA,thiP,unidentifiable,,False,False
dksA,thiQ,unidentifiable,,False,False
dksA,thrA,unidentifiable,,False,False
dksA,thrB,unidentifiable,,False,False
dksA,thrC,unidentifiable,,False,False
dksA,thrL,unidentifiable,,False,False
dksA,thrS,unidentifiable,,False,False
dksA,thrV,unidentifiable,,False,False
dksA,tktB,unidentifiable,,False,False
dksA,trmD,unidentifiable,,False,False
dksA,trmH,unidentifiable,,False,False
dksA,tufA,unidentifiable,,False,False
dksA,yhbE,unidentifiable,,False,False
dksA,ytiC,unidentifiable,,False,False
dksA,ytiD,unidentifiable,,False,False
exuR,exuR,unidentifiable,,True,False
exuR,exuT,identifiable,crp|dpiA|nac|rpoD|zraR,False,False
exuR,lgoD,unidentifiable,,False,False
exuR,lgoR,unidentifiable,,False,False
exuR,uxaA,identifiable,crp|fnr|rpoD|zraR,False,False
exuR,uxaB,identifiable,crp|fur|rpoD|zraR,False,False
exuR,uxaC,identifiable,crp|fnr|fur|nac|rpoD|zraR,False,False
exuR,uxuA,unidentifiable,,False,False
exuR,uxuB,unidentifiable,,False,False
exuR,uxuR,unidentifiable,,True,False
fis,acnB,unidentifiable,,False,False
fis,acs,unidentifiable,,False,False
fis,actP,unidentifiable,,False,False
fis,adhE,unidentifiable,,False,False
fis,alaT,unidentifiable,,False,False
fis,alaU,unidentifiable,,False,False
fis,alaV,unidentifiable,,False,False
fis,alaW,unidentifiable,,False,False
fis,alaX,unidentifiable,,False,False
fis,aldB,unidentifiable,,False,False
fis,ansB,unidentifiable,,False,False
fis,apaG,unidentifiable,,False,False
fis,apaH,unidentifiable,,False,False
fis,argU,unidentifiable,,False,False
fis,argW,unidentifiable,,False,False
fis,argX,unidentifiable,,False,False
fis,aspV,unidentifiable,,False,False
fis,bglB,unidentifiable,,False,False
fis,bglF,unidentifiable,,False,False
fis,bglG,unidentifiable,,False,False
fis,carA,unidentifiable,,False,False
fis,carB,unidentifiable,,False,False
fis,cbpA,unidentifiable,,False,False
fis,cbpM,unidentifiable,,False,False
fis,crp,unidentifiable,,True,False
fis,cspA,unidentifiable,,True,False
fis,cspI,identifiable,alpA|basR|btsR|glaR|glrR|nsrR|ptrR|rcdA,False,False
fis,cyoA,unidentifiable,,False,False
fis,cyoB,unidentifiable,,False,False
fis,cyoC,unidentifiable,,False,False
fis,cyoD,unidentifiable,,False,False
fis,cyoE,unidentifiable,,False,False
fis,cysG,unidentifiable,,False,False
fis,deoA,unidentifiable,,False,False
fis,deoB,unidentifiable,,False,False
fis,deoC,unidentifiable,,False,False
fis,deoD,unidentifiable,,False,False
fis,dmsA,unidentifiable,,False,False
fis,dmsB,unidentifiable,,False,False
fis,dmsC,unidentifiable,,False,False
fis,dnaA,unidentifiable,,True,False
fis,dnaN,unidentifiable,,False,False
fis,dps,unidentifiable,,False,False
fis,dusB,unidentifiable,,False,False
fis,fadA,unidentifiable,,False,False
fis,fadB,unidentifiable,,False,False
fis,fau,unidentifiable,,False,False
fis,fimA,unidentifiable,,False,False
fis,fimC,unidentifiable,,False,False
fis,fimD,unidentifiable,,False,False
fis,fimF,unidentifiable,,False,False
fis,fimG,unidentifiable,,False,False
fis,fimH,unidentifiable,,False,False
fis,fimI,unidentifiable,,False,False
fis,fis,unidentifiable,,True,False
fis,flxA,unidentifiable,,False,False
fis,fumB,unidentifiable,,False,False
fis,gadA,unidentifiable,,False,False
fis,gadB,unidentifiable,,False,False
fis,gadC,unidentifiable,,False,False
fis,gadX,unidentifiable,,True,False
fis,glcC,unidentifiable,,False,False
fis,glnA,unidentifiable,,False,False
fis,glnG,unidentifiable,,True,False
fis,glnL,unidentifiable,,False,False
fis,glnQ,unidentifiable,,False,False
fis,glnU,unidentifiable,,False,False
fis,glnV,unidentifiable,,False,False
fis,glnW,unidentifiable,,False,False
fis,glnX,unidentifiable,,False,False
fis,glpA,unidentifiable,,False,False
fis,glpB,unidentifiable,,False,False
fis,glpC,unidentifiable,,False,False
fis,glpQ,unidentifiable,,False,False
fis,glpT,unidentifiable,,False,False
fis,gltT,unidentifiable,,False,False
fis,gltU,unidentifiable,,False,False
fis,gltV,unidentifiable,,False,False
fis,gltW,unidentifiable,,False,False
fis,gltX,unidentifiable,,False,False
